video_url,video_id,video_type,question_id,question_type,task_type,question,clips,answer,count_details
,34,sport,401,C,Counting,"How many times did the referee call ""let"" during the match?","[0:05:45,0:05:46]",1,
https://www.youtube.com/watch?v=tKIFQI9cH2c,35,sport,409,A,Counting,How many service aces did Serena Williams score?,"[0:05:13,0:05:21],
[0:15:41,0:15:48],
[0:18:37,0:18:58],
[0:25:11,0:25:24],
[0:31:23,0:31:33],
[0:36:45,0:37:00],
[0:37:10,0:37:18],
[0:40:25,0:40:38],
[0:47:41,0:47:51],
[0:48:15,0:48:51],
[1:01:59,1:02:07],
[1:02:21,1:02:25],
[1:07:24,1:07:30],
[1:10:48,1:10:59]",14,
,35,sport,410,A,Enumeration,Please list the types of shots Venus Williams scored.,"[0:01:27,0:01:30], [0:10:41,0:10:44], [0:13:23,0:13:25], [0:23:01,0:23:03]","Service ace, Forehand winner, Backhand winner, Forehand volley",
,35,sport,411,B,Counting,How many shots did the rally starting from 57:50 last?,"[0:57:50,0:58:16]",17,
,35,sport,412,B,Enumeration,"Please list the point progression of the game where Serena Williams first broke in the match, by scorer.","[0:00:41,0:00:55], 
[0:01:56,0:02:23], 
[0:03:19,0:03:25], 
[0:03:35,0:03:47]",Serena->Serena->Serena->Serena>Serena,
,35,sport,415,D,Counting,How many times did the player request a challenge (official review)?,"[0:24:08,0:24:25], ",1,
,35,sport,416,D,Enumeration,"Please list all brand logos found on Serena Williams' gear (apparel, racket).","[0:00:19,0:00:22], [0:40:33,0:40:35]","Nike, Wilson",
,35,sport,417,E,Counting,What is the maximum number of ball kids that can appear simultaneously within a single frame?,"[0:00:23,0:00:29]",4,
,35,sport,418,E,Enumeration,"At the 11:52 changeover, please list the items visible in Serena Williams' bench area.","[0:11:52,0:12:02]","Racket bag, Towel, Drink bottle, Tube container, Cup, White bag",
,35,sport,419,F,Counting,How many times did Serena Williams break Venus Williams's service game in the first set?,"[0:02:15,0:02:27], [0:28:33,0:28:43]",2,
,35,sport,420,F,Enumeration,"Please list the results of the break points Venus Williams obtained in the second set, categorized by the reasons for losing the point.","[0:49:50,0:49:58]",Return hit the net,
,35,sport,413,C,Counting,"How many times did the umpire call ""Game""?","[0:02:23,0:02:24], [0:07:23,0:07:26], [0:14:20,0:14:23],
[0:20:02,0:20:05], [0:23:05,0:23:06], [0:26:14,0:26:16], 
[0:28:38,0:23:41], [0:32:28,0:32:30], [0:35:10,0:35:12], 
[0:37:15,0:37:18],
[0:39:42,0:39:43], 
[0:42:42,0:42:44],
[0:46:58,0:47:00], 
[0:49:58,0:50:02], 
[0:52:14,0:52:16],
[0:55:28,0:55:29], 
[1:01:02,1:01:04], 
[1:02:58,1:03:00],
[1:06:18,1:06:20],
[1:12:01,1:12:03]",20,
,35,sport,414,C,Enumeration,Please list all sponsor names mentioned in advertisements and live commentary at the game venue.,"[0:00:23,0:00:28], [0:03:55,0:04:00], [0:33:33,0:33:47], [0:03:46,0:03:51]","KIA, Jacob's Creek, Rolex, ANZ, Fly Emirates,  IBM, Optus",
,36,sport,422,A,Enumeration,List all the winning patterns by which Ma Long scored points in this match.,"[0:07:35,0:07:37], [0:08:02,0:08:04]","Forehand topspin, Backhand counter",
,36,sport,424,B,Enumeration,List the sequence of play for the last point that Fan Zhendong won in the 5th game.,"[0:58:03, 0:58:10]",Fan Zhendong's short serve → Ma Long's forehand push → Fan Zhendong's backhand flick → Ma Long's backhand shot goes out,
,36,sport,427,D,Counting,How many times did Fan Zhendong (in the blue uniform) wipe sweat with a towel during the match?,"[0:14:24,0:14:31], [0:26:43,0:26:45], [0:36:06,0:36:22], [0:35:59,0:37:16], [0:38:12,0:38:15], [0:39:01,0:39:04], [0:40:05,0:40:08]",7,
,36,sport,428,D,Enumeration,List all the colors of the dragon depicted on Ma Long's black uniform.,"[0:16:32,0:16:35]","Gold, purple, pink",
,36,sport,431,F,Counting,"After the 4th game, how many points had more than 10 rallies?","[0:29:27,0:29:35], [0:37:42,0:37:51]",2,
,36,sport,432,F,Enumeration,"List all the games in which a player took a timeout during the match, and the score of the player who took the timeout at that moment.","[0:35:47,0:36:02], [1:03:38,1:36:41]","3rd game, Ma Long, 9 points, 6th game, Fan Zhendong, 2 points",
,36,sport,426,C,Enumeration,List all of Ma Long's nicknames mentioned in the English commentary.,"[0:01:11,0:01:13]","The Captain, The Dragon, The Dictator",
https://www.youtube.com/watch?v=KLIa2UaE2KE,37,sport,433,A,Counting,How many service aces did the Brazil team have?,"[0:18:05,0:18:09], [0:21:22,0:21:28], [0:30:01,0:30:04], [0:46:08,0:46:11], [1:07:23,1:07:28]",5,
,37,sport,434,A,Enumeration,Please list all Italian players who scored block points in this match by their jersey numbers.,"[0:23:36,0:23:38], [0:52:17,0:52:21]",15,
,37,sport,435,B,Counting,"In the first set, how many consecutive points did Brazil score from a 12-12 tie?","[0:15:11,0:20:05]",4,12-16
,37,sport,436,B,Enumeration,"In the rally where Italy tied 16-16 in the second set, please show the sequence of ball touches by the Italian team using player jersey numbers.","[0:51:13,0:51:15]",16 → 6 → 5,
,37,sport,439,D,Counting,How many Italian players with arm tattoos were on the court during the match?,"[0:00:50,0:00:52], [0:09:27,0:09:29], [0:28:18,0:28:20]",3,"Zaytsev. Juantorena, Lanza"
,37,sport,440,D,Enumeration,Please list all jersey numbers of Brazil team players who wore arm sleeves during the match.,"[0:01:17,0:01:18]",12,Lipe
,37,sport,441,E,Counting,"In the first rally of the first set, what was the maximum total number of players near the net?","[0:03:01,0:03:02]",6,
,37,sport,442,E,Enumeration,Please list all jersey numbers of players on the Italian side of the court at the start of the second set.,"[0:31:50,0:31:53]","5, 6, 9, 10, 13, 15",
,37,sport,443,F,Counting,"In the first set, after Italy scored 10 points or more, how many times did the Brazil team score with a block?","[0:11:15,0:11:17], [0:14:48,0:14:50], [0:15:31,0:15:33], [0:17:53,0:17:55], [0:27:32,0:27:35]",4,
,37,sport,437,C,Counting,How many times did the referee's whistle blow before the first 5 points of the first set were decided?,"[0:02:48,0:03:02], [0:03:15,0:03:31], [0:03:55,0:04:08], [0:04:19,0:04:35], [0:04:50,0:05:08]",10,
,37,sport,438,C,Enumeration,Please list all the surnames of Italian players mentioned by the commentator during the starting lineup introduction.,"[0:00:13,0:00:40]","Juantorena, Giannelli, Zaytsev, Lanza, Buti, Birarelli, Colaci",
https://www.youtube.com/watch?v=CgvJqGxzRfE,38,tv,445,A,Counting,How many 4-chair turns (all judges turn around) were there?,"[0:00:15,0:00:19],
[0:02:09,0:02:49],
[0:04:05,0:05:21],
[0:05:48,0:06:25],
[0:07:52,0:08:45],
[0:10:47,0:11:19],
[0:12:04,0:12:31],
[0:13:53,0:14:36],
[0:16:05,0:17:21],
[0:17:58,0:18:47],
[0:19:48,0:20:27],
[0:22:26,0:22:32],
[0:24:43,0:24:50],
[0:27:46,0:28:15],
[0:30:46,0:31:33],
[0:34:34,0:35:15],
[0:36:15,0:36:57],
[0:38:23,0:38:55],
[0:39:47,0:41:03],
[0:42:52,0:43:26],
[0:43:34,0:44:21],
[0:45:14,0:45:47],
[0:47:00,0:48:16],
[0:50:37,0:50:42],
[0:54:26,0:55:13],
[0:56:26,0:57:05],
[0:57:25,0:59:05],
[1:01:27,1:01:48],
[1:02:53,1:02:58],
[1:02:53,1:02:58],
[1:06:13,1:06:38],
[1:09:40,1:09:55],
[1:10:13,1:11:09],
[1:12:33,1:14:04],
[1:14:25,1:14:35],",35,
,38,tv,446,A,Enumeration,Please list all the instruments played by the participants.,"[0:13:31,0:13:35], [0:19:32,0:19:36], [0:39:39,0:39:43]
[1:10:34,1:10:45]","Guitar, Piano",
,38,tv,448,B,Enumeration,Please list by name the order in which the judges turned around during Huntley's (male at 0:00) performance.,"[0:00:16,0:00:18]",Gwen→John→Niall→Reba,
,38,tv,451,D,Counting,How many participants wearing hats appeared?,"[0:15:53,0:15:56], [0:38:12,0:38:14], [0:39:45,0:39:47]",3,
,38,tv,452,D,Enumeration,Please list all the colors of the judges' chairs that appeared on the screen.,"[0:00:05,0:00:09], [0:09:39,0:09:43]","Red, White, Gray, Black",
,38,tv,453,E,Counting,How many contestants played the guitar on the stage?,"[0:13:30,0:13:34], [0:19:31,0:19:35], [0:39:45,0:39:49]",3,
,38,tv,454,E,Enumeration,Please list the names of four judges displayed on the stage floor.,"[0:00:28,0:00:30]","REBA, NIALL, GWEN, JOHN",
,38,tv,455,F,Counting,"Of the performances that resulted in a 4-chair turn (all judges turning around), how many male contestants were there?","[0:00:00,0:00:03], [0:01:37,0:01:40], [0:07:27,0:07:30], [0:15:52,0:15:55]
[0:17:58,0:18:47],
[0:19:48,0:20:27],
[0:22:26,0:22:32],
[0:34:34,0:35:15],
[0:38:23,0:38:55],
[0:39:47,0:41:03],
[0:42:52,0:43:26],
[0:43:34,0:44:21],
[0:45:14,0:45:47],
[0:47:00,0:48:16],
[0:50:37,0:50:42]
[0:54:26,0:55:13],
[0:57:25,0:59:05],
[1:10:13,1:11:09],
[1:12:33,1:14:04],",19,
,38,tv,449,C,Counting,How many songs were sung in English in the video?,"[0:00:04,0:00:11], [0:01:37,0:01:41], [0:05:27,0:05:31]
[0:07:52,0:08:45],
[0:10:47,0:11:19],
[0:12:04,0:12:31],
[0:16:05,0:17:21],
[0:17:58,0:18:47],
[0:21:30,0:23:21],
[0:23:28,0:24:53],
[0:27:22,0:29:00],
[0:39:59,0:41:19],
[0:45:00,0:46:37],
[0:46:58,0:48:10],
[0:48:21,0:50:00],
[0:48:21,0:50:00],
[0:52:25,0:55:00],
[0:55:33,0:57:00],
[0:57:33,0:59:10],
[1:02:33,1:03:33],
[1:04:05,1:05:33],
[1:06:05,1:08:10],
[1:10:11,1:12:10],
[1:14:25,1:15:30],",24,
,38,tv,450,C,Enumeration,Please list five exclamations uttered by the judges during the performance.,"[0:00:07,0:00:08], [0:00:25,0:00:26], [0:01:29,0:01:30], [0:02:05,0:02:06]","Whoa, Wow, Wooo, Ooh",
https://www.youtube.com/watch?v=EwskdNETNx8,39,tv,457,A,Counting,How many performances were there where all the judges simultaneously stood up and applauded?,"[0:05:50,0:05:55], [0:07:36,0:07:40], [0:09:21,0:09:26], [0:20:52,0:20:57], [0:22:56,0:23:01], [0:30:10,0:30:15], [0:46:42,0:46:47],",7,
,39,tv,458,A,Enumeration,Please list all types of hats worn by the judges.,"[0:03:50,0:03:55], [0:09:35,0:09:40], [0:15:52,0:15:57], [0:49:42,0:49:47]","Cap, Fedora Hat,",
,39,tv,459,B,Counting,"In the first four chair-turn performances, how many seconds passed from when the last judge pressed the button until the song ended?","[0:00:36,0:01:29]",53,
,39,tv,460,B,Enumeration,"In the first four chair turns, please list the order in which the judges pressed the button, based on their clothing characteristics.","[0:00:08,0:00:13], [0:00:24,0:00:29], [0:00:36,0:00:41]",Woman in rainbow-colored clothes → Man in red shirt → Man in blue denim jacket  → Woman in gold dress,
,39,tv,463,D,Counting,How many contestants or judges have visible tattoos?,"[0:00:29,0:00:34], [0:02:15,0:02:20], [0:04:14,0:04:19], [0:07:47,0:07:52], [0:12:02,0:12:07], [0:21:13,0:21:18], [0:23:14,0:23:19], [0:30:19,0:30:20]",9,
,39,tv,464,D,Enumeration,Please list all footwear worn by the contestants.,"[0:00:12,0:00:17], [0:04:38,0:04:41], [0:17:13,0:17:18]","Sandals, Boots, Shoes,",
,39,tv,465,E,Counting,"During Richard Mantarliev's performance, what was the maximum number of musicians on stage?","[0:07:52,0:07:57]",5,
,39,tv,466,E,Enumeration,Please list all types of drinks seen on the judges' desks.,"[0:00:08,0:00:13], [0:03:50,0:03:55], [0:43:23,0:43:28]",Water,
,39,tv,467,F,Counting,"Among the performances where all four judges turned around, how many times did the contestant cry?","[0:00:08,0:00:13], [0:03:50,0:03:55], [0:43:23,0:43:28]",23,
,39,tv,468,F,Enumeration,"Among the performances where all four judges turned around, please list those where the contestant played an instrument, along with the instrument.","[0:07:44,0:07:49], [0:11:20,0:11:25], [0:30:17,0:30:22], [0:32:26,0:32:31], [0:37:41,0:37:46]","Richard Mantarliev(Electric Guitar), Tiago Barbosa(Acoustic Guitar), Nick Cunningham(Acoustic Guitar), Nadezhda Aleksandrova(Grand Piano), Benjamin Haycock(Acoustic Guitar)",
,39,tv,461,C,Counting,How many performances were there where a judge pressed the button within the first 2 minutes and 30 seconds?,"[0:00:08,0:00:13], [0:02:08,0:02:13]",2,
,39,tv,462,C,Enumeration,Please list all song titles by female artists covered in this video.,"[0:06:07,0:06:12], [0:17:33,0:17:38], [0:21:23,0:21:28], [0:23:01,0:23:06], [0:26:58,0:27:03], [0:41:33,0:41:38], [0:43:05,0:43:10], [0:46:53,0:46:58], [0:52:52,0:52:57]","Turning Tables, Chandelier, Frozen, It's All Coming Back to Me Now, Dancing on My Own, Chain of Fools, POV, Hurt, Strong",
https://www.youtube.com/watch?v=vZV2WCKMsKs,40,tv,469,A,Counting,How many acts featured dogs jumping over obstacles?,"[0:12:19,0:12:25], [0:21:19,0:22:39], [0:24:20,0:24:35], [0:52:59,0:53:15]",4,
,40,tv,470,A,Enumeration,Please list all types of props used in the dog performances.,"[0:00:50,0:02:05], [0:05:14,0:05:36], [0:11:41,0:11:52], [0:15:07,0:15:11], [0:22:53,0:25:20], [0:54:45,0:55:51], [0:48:50,0:49:32], [0:53:02,0:53:25]","Piano, Scooter, Baton, Top hat, Cup, Table, Small hurdle, Guitar, Microphone, Pedestal, Large lollipop, Large tube, Bone sign with ""THE END"" written on it, Notebook, Pen, Tennis ball, Blue box, Frisbee",
,40,tv,471,B,Counting,"In Police Officer Dave's magic trick, how many steps did judge Simon take before opening the notebook?","[0:57:47,0:58:34]",6,
,40,tv,472,B,Enumeration,Please list the steps of Olga and Bonnie's piano performance.,"[0:00:50,0:02:15]",Appeared on a scooter → Climbed onto the stand next to the piano → Performed to the conductor's baton → Played the piano → Bowed → Final pose,
,40,tv,475,D,Counting,How many dogs appeared wearing ribbons or bow ties?,"[0:00:04,0:00:12], [0:20:19,0:20:24], [0:36:39,0:36:46], [1:08:17,1:08:24]",4,"Bonnie, Trip, Miracle, Mouse"
,40,tv,476,D,Enumeration,"Please list all dog breeds that appeared in the video, as far as they can be identified.","[0:00:11,0:00:12], [0:04:33,0:04:34], [0:11:28,0:11:30], [0:15:07,0:15:08], [0:20:19,0:20:20], [0:22:52,0:22:53], [0:25:40,0:25:41], [0:30:26,0:30:27], [0:36:39,0:36:40], [0:42:55,0:42:56],  [0:47:43,0:47:44], [0:54:24,0:54:25], ","Cocker Spaniel, Border Collie, Dachshund, Vizsla, Maltese mix, Landseer, Jack Russell Terrier, Pug, Bichon Frise, Leonberger, German Shepherd, Pitbull mix, Maltese",
,40,tv,477,E,Counting,"In Alexa Lauenburger's performance, what was the maximum number of dogs on stage at the same time?","[0:25:09,0:25:11]",8,
,40,tv,478,E,Enumeration,"In Dave and Finn's magic trick, please list all the words describing Finn that appeared on the screen.","[0:58:10,0:58:23]","Brave, Amazing, Fast",
,40,tv,479,F,Counting,How many performances received a standing ovation from all four judges?,"[0:07:42,0:07:45], [0:25:21,0:25:24]",2,"Amber & Nymeria, Alexa Lauenburger"
,40,tv,480,F,Enumeration,Please list all performers whom judge Simon Cowell initially reacted negatively to but ultimately gave a pass.,"[0:00:26,0:00:32], [0:03:55,0:03:56], [0:18:30,0:18:36], [0:19:44,0:19:45],","Olga & Bonnie, Aaron & Buddy",
,40,tv,473,C,Counting,How many times did the buzzer sound indicating failure?,"[0:00:15,0:00:18]",4,
,40,tv,474,C,Enumeration,Please list the positive adjectives the judges used to praise the dogs.,"[0:03:09,0:03:42], [0:20:23,0:20:27], [0:28:28,0:28:55], [0:45:40,0:46:35], [0:52:17,0:52:18]","Unbelievable, Amazing, Fabulous, Gorgeous, Incredible, Talented, Fantastic, Best, Adorable, Cute, Brilliant, Special,",
https://www.youtube.com/watch?v=sk00epALZps,41,tv,481,A,Counting,How many times in the entire video does Kobe Bryant lift the NBA Championship Trophy?,"[0:14:55,0:15:03],",1,
,41,tv,482,A,Enumeration,List all the different types of awards Kobe Bryant is shown receiving in the video.,"[0:15:44,0:15:45], [0:28:14,0:28:20], [0:29:15,0:29:19]","NBA Championship Trophy, Academy Award (Oscar statue), Olympic Gold Medal",
,41,tv,483,B,Counting,"In the 2018 interview, how many people did Kobe state he spoke to in order to entice LeBron James to the Lakers?","[0:33:15,0:33:17]",1,
,41,tv,484,B,Enumeration,List the sequence of events Kobe described in the 2018 interview leading up to LeBron James coming to the Lakers.,"[0:33:15,0:33:37]","Spoke with Jeanie Buss → She wanted to get LeBron to L.A. → LeBron wouldn’t come if management wasn’t figured out → Needed to make sure things were clean, focused, and not chaotic → Jeanie fixed the management issues, making it possible for LeBron to join.",
,41,tv,487,D,Counting,How many times does Kobe Bryant appear wearing a suit in the conversational interview with Jimmy Kimmel?,"[0:04:43,0:04:49], [0:28:14,0:28:20], [0:28:49,0:28:52], [0:32:02,0:32:07]",4,
,41,tv,488,D,Enumeration,List all the jersey numbers Kobe Bryant wears for the Lakers in the video.,"[0:39:12,0:39:17], [0:39:51,0:39:54]","8, 24",
,41,tv,489,E,Counting,"In the post-championship interview in 2010, what is the maximum number of people sitting on the couch at the same time?","[0:22:33,0:22:35], [0:22:35,0:22:38]",3,
,41,tv,490,E,Enumeration,List all the types of locations where Kobe Bryant is being interviewed.,"[0:04:43,0:04:49], [0:24:01,0:24:05], [0:14:08,0:14:16]","Talk show studio, Post-game press conference room, Backstage/Locker room",
,41,tv,491,F,Counting,"In the latter half of the video (after 15 minutes), how many times does Kobe Bryant hug or high-five a teammate on the court?","[0:26:20,0:26:22]
[0:26:47,0:26:52], [0:39:47,0:39:50], ",3,
,41,tv,492,F,Enumeration,List all the dates of past interviews or events where the date is displayed on screen.,"[0:04:44,0:04:46], [0:15:01,0:15:03], [0:21:22,0:21:24], [0:22:14,0:22:16], [0:28:54,0:28:56], [0:32:06,0:32:08]","SEPTEMBER 3, 2019, JUNE 19, 2009, MARCH 7, 2013, JUNE 18, 2010, SEPTEMBER 9, 2008, OCTOBER 23, 2018",
,41,tv,485,C,Counting,"How many times do you hear the crowd chanting ""Kobe"" or ""MVP""?","[0:05:05,0:05:08], [0:15:32,0:15:38], [0:28:52,0:28:58], [0:32:10,0:32:16], [0:40:35,0:40:41]",5,
,41,tv,486,C,Enumeration,List all the professions or roles Jimmy Kimmel used to describe Kobe Bryant in the opening monologue.,"[0:00:46,0:00:47], [0:01:13,0:01:15], [0:02:08,0:02:09], [0:02:23,0:02:24], [0:03:13,0:03:14]","Hero, Real-life superhero, Athlete, Basketball player, Father",
https://www.youtube.com/watch?v=AeEYQ62t8hA,42,tv,493,A,Counting,How many late-night talk show hosts appeared in the video in total?,"
[0:12:36,0:12:38], 
[0:12:51,0:12:53], 
[0:13:31,0:13:34], 
[0:14:33,0:14:35], 
[0:14:55,0:14:57], 
[0:17:06,0:17:13]
",6,
,42,tv,494,A,Enumeration,"List all the foods laid out on the table in the ""Spill Your Guts"" segment.","[0:21:43,0:22:14]","Bull penis, Salmon Clam Juice Wasabi Smoothie, BugTrifle",
,42,tv,495,B,Counting,How many times did James Corden attempt to enter the passcode to open the locked stage door?,"[0:01:18,0:01:27],
[0:03:19,0:03:21],
[0:04:37,0:04:39]
",4,
,42,tv,496,B,Enumeration,List the sequence of actions Will Ferrell took until he destroyed James Corden's desk.,"[0:18:05,0:18:38]",Appears with a sledgehammer → Approaches James Corden's desk → Starts hitting the desk → Completely destroys the desk,
,42,tv,499,D,Counting,How many times does James Corden appear wearing polka dot pajamas?,"[0:12:22,0:16:55]",1,
,42,tv,500,D,Enumeration,"In the dream scene, list all the late-night talk show hosts who appeared in James Corden's bedroom in order of appearance.","[0:12:36,0:12:38], [0:12:51,0:12:53], [0:13:31,0:13:34], [0:14:33,0:14:35], [0:14:55,0:14:57]","Seth Meyers, Jimmy Kimmel, Stephen Colbert, Jimmy Fallon, David Letterman",
,42,tv,501,E,Counting,"In the dream scene, what was the maximum number of people simultaneously in James Corden's bedroom?","[0:15:51,0:16:43]",5,
,42,tv,502,E,Enumeration,"List the guests who appeared in the ""Carpool Karaoke"" clips played during the final piano performance.","[0:36:27,0:36:30]",Adele,
,42,tv,503,F,Counting,How many people peered at James Corden through the door window while he was trapped in the stairwell?,"[0:02:54,0:03:17], [0:03:48,0:04:21]",2,
,42,tv,504,F,Enumeration,"In the dream scene of the late-night talk show hosts, list the ""secrets of late-night hosts"" mentioned by hosts other than James Corden.","[0:12:48,0:15:40]","You can't quit talk shows, Late-night hosts are part of a special club, How we dont watch every episode of TV or movie that our guests around to promote.  You fake laugh at boring guests, You grow a huge beard after quitting the show, The quitting host's segments are divided among other hosts, After retirement, you should appear at corporate events, on podcasts, and on ""The Masked Singer""",
,42,tv,497,C,Counting,How many times did the mechanical voice from the intercom speak?,"[0:00:55,0:01:56],
[0:02:38,0:02:47]
",15,
,42,tv,498,C,Enumeration,List the events President Joe Biden mentioned as memories with James Corden.,"[0:10:15,0:10:43], [0:10:59,0:11:10]","Working for him at the White House, a special thanks for never asking me to sing in the car",
https://www.youtube.com/watch?v=NzCO0G8AGLU,43,tv,505,A,Counting,What is the total number of times either team captured or attempted to capture an animal?,"[0:00:10,0:00:19], [0:00:26,0:00:29]",3,"Fish, Boar, Crocodile"
,43,tv,506,A,Enumeration,List all types of flora and fauna that both teams successfully secured as food.,,"Caiman, Oyster, Pig, Fish, Yucca",
,43,tv,507,B,Counting,How many people did it take for the male team to capture the caiman?,"[0:00:23,0:00:34]",4,
,43,tv,511,D,Counting,"Throughout the entire video, how many times does a boat appear on screen?","[0:00:03,0:00:09], [0:14:34,0:14:40], [0:16:04,0:16:10], [0:18:53,0:20:11], [0:24:09,0:24:20], [0:25:04,0:25:11], [0:27:58,0:28:26], [0:31:45,0:31:51], [0:32:11,0:32:41], [0:00:23,0:00:34]",10,
,43,tv,512,D,Enumeration,List all types of hats worn by the participants appearing in the video.,"[0:00:04,0:00:08]","Wide-brim hat, military-style cap, floppy sun hat.",
,43,tv,513,E,Counting,How many plastic bottles were used in the filtration device part of the water purifier made by the male team?,"[0:22:49,0:23:03]",5,
,43,tv,514,E,Enumeration,List the clothes that were hung on the clothesline at the female team's first camp.,"[0:04:45,0:04:46]","Top, Tshirt",
,43,tv,516,F,Enumeration,List all reasons shown or mentioned in the video for participants leaving the island.,"[0:11:18,0:18:27] , [0:32:41,0:32:57]","medical evacuation due to tendon rupture, Conflict with other members",
,43,tv,509,C,Counting,"How many times does Bear Grylls speak directly, other than in narration?",,4,
,43,tv,510,C,Enumeration,List the names given to the piglets encountered by the female team.,"[0:16:11,0:16:14]","Sage, Onion",
https://www.youtube.com/watch?v=Vk_Af0htZGU,44,tv,517,A,Counting,"How many times do guests start dancing on stage after the DNA test results are announced as ""he is the father""?","[0:08:08,0:08:13]
[0:37:53,0:38:02]",2,Female
,44,tv,518,A,Enumeration,List the typical emotional expressions of guests when DNA test results are announced.,"[0:07:55,0:08:00], [0:16:03,0:16:08], [0:22:50,0:23:06], [0:29:30,0:29:38], [0:37:53,0:38:02]","Dancing, screaming, crying, running away, hugging, being stunned",
,44,tv,520,B,Enumeration,List the typical progression of the show.,"[0:02:05,0:02:34], [0:05:17,0:06:00], [0:07:53,0:07:57], [0:12:37,0:13:56]",Introduction of the case by the host → Appearance and claims of the client (mother) → Denial VTR of the other party (man identified as the father) → Appearance and argument of the other party → Announcement of DNA test results by the host → Emotional reactions of the parties involved → Intervention by security guards (if necessary) → Backstage interview,
,44,tv,523,D,Counting,How many guests (client or other party) wearing green clothes appear?,"[0:02:54,0:02:55], [0:10:04,0:10:21],  [0:32:06,0:32:09]",3,
,44,tv,524,D,Enumeration,List all types of hats worn by male guests appearing in the video.,"[0:12:18,0:12:21], [0:34:16,0:34:20]","Black pinstripe cap with a dollar sign, red and black baseball cap",
,44,tv,525,E,Counting,What is the maximum number of security guards visible simultaneously in one frame?,"[0:23:23,0:23:25]",6,
,44,tv,526,E,Enumeration,List the wall designs used as the studio background.,"[0:02:50,0:02:55 ], [0:04:37,0:04:40], [0:06:05,0:06:09]","Red brick wall, white window frame design, gray tiled wall, white pillars",
,44,tv,527,F,Counting,"How many men ran off stage after the DNA test results revealed ""he is the father""?","[0:08:01,0:08:05], [0:37:53,0:37:59]",2,
,44,tv,528,F,Enumeration,List the names of the parties involved in cases where a new girlfriend or wife was present when the man was revealed to be the father.,"[0:07:56,0:08:03], [0:22:49,0:22:53]","Corey, Tyesha, Tawanna, Raymond, Shanae, Lakiesha",
,44,tv,522,C,Enumeration,List the child's physical characteristics cited by the man when denying paternity.,"[0:06:53,0:06:59], [0:18:33,0:18:35], [0:34:40,0:34:46]","Skin color, hair color, moles",
https://www.youtube.com/watch?v=moALQl818ZY,45,tv,529,A,Counting,"How many types of natural disasters (earthquakes, landslides, etc.) were covered in this news program?","[0:00:13,0:00:26], [0:08:33,0:08:36]",2,"Earthquake, landslides"
,45,tv,530,A,Enumeration,List all the main news headlines introduced by anchor Tom Costello at the beginning of the program.,"[0:00:12,0:01:22]","CITY SHOOK UP, HOT REPORT, NEW CHARGES, PRINCE 'SCOOP', RECORD-BREAKING NIGHT?",
,45,tv,531,B,Counting,"After the earthquake in New Jersey, how many major airports experienced ground stops due to the impact?","[0:02:30,0:02:39]",2,
,45,tv,532,B,Enumeration,List the sequence of events that led to the dismissal of two senior officers regarding the airstrike by the Israel Defense Forces that killed seven World Central Kitchen aid workers.,"[0:15:14,0:15:27]","Serious mistake stemming from misidentification, errors in decision-making, and a serious failure → Serious violation of command and control → Dismissal of two senior officers",
,45,tv,536,D,Enumeration,List all the news headlines introduced on the main screen with black and white video clips.,"[0:00:15,0:01:04], [0:01:09,0:01:24], [0:08:36,0:08:39], [0:10:59,0:11:09], [0:13:49,0:13:52], [0:17:46,0:17:51], [0:21:11,0:21:13], [0:29:07,0:29:11], [0:34:08,0:34:13], [0:38:27,0:38:32]","CITY SHOOK UP, HOT REPORT, NEW CHARGES, PRINCE 'SCOOP', RECORD-BREAKING NIGHT?, RACE TO RESCUE, PROMISING MORE AID, SENIOR OFFICERS DISMISSED, IN THE GREEN, CLOCK TICKING,
MOTHER'S FIGHT, SON NOW ACCUSED, WOMEN'S FINAL FOUR",
,45,tv,537,E,Counting,"In the footage of the rescue operation in Taiwan, what was the maximum number of rescuers shown at one time inside the cave/tunnel?","[0:08:41,0:08:45]",10,
,45,tv,538,E,Enumeration,List the types of vehicles that appeared in the recovery operation footage of the Baltimore bridge collapse.,"[0:11:01,0:11:09] [0:11:17,0:11:33],[0:12:56,0:13:08]","Crane ship, Tugboat, Small boat",
,45,tv,539,F,Counting,How many times does the standing anchor appear on screen within the first 2 minutes of the program?,"[0:00:10,0:01:02], [0:01:25,0:01:42], [0:01:56,0:02:00]",3,
,45,tv,540,F,Enumeration,List all the individuals whose names were displayed on screen as victims of the Baltimore bridge collapse.,"[0:12:15,0:12:29]","ALEJANDRO HERNANDEZ FUENTES, DORLIAN CASTILLO CABRERA, MIGUEL LUNA, MAYNOR SUAZO, JOSE LOPEZ",
,45,tv,533,C,Counting,"How many times did the anchor, reporters, or interviewees say the word ""earthquake"" in this news program?","
[0:00:18,0:00:19], [0:01:32,0:01:33], [0:01:54,0:01:55], [0:02:30,0:02:31],  [0:02:44,0:02:45], [0:03:09,0:03:10], [0:03:56,0:03:57], [0:05:58,0:05:59], [0:06:33,0:06:34], [0:06:48,0:06:49],
[0:07:04,0:07:10],
[0:07:16,0:07:17],
[0:07:48,0:07:49],
[0:08:02,0:08:03],
[0:08:36,0:08:37],
[0:10:11,0:10:12],
[0:10:28,0:10:29]
",18,
